text_clean,label
junto con sin documentos de losrodriguez mi canción preferida por los siglos de los siglos nbanda sonora de la peli báilame el agua ncadena100aniversario,0
alemania dónde quedó la economía de mercado la libre empresa y la seguridad jurídica esos términos los he oído en venezuela hasta el cansancio y supuestamente por no cumplir con esas normas tenemos más de 500 sanciones n n nse abre nuevo frente nlink,0
la gente que opina sobre el aborto y que jamás ha sido madre que no ha pasado por alguna violacion o acoso o link,0
así es de joto,1
mientras los inmigrantes ilegales invaden nuestro país y agreden violentamente a la guardia civil interior mantiene el plan de retirar las concertinas en las vallas de ceuta y melilla sánchezlárgate link,0
el mismo daño colateral de las cagadas de piñera que la pagamos todos los chilenos,0
putos rojos de mierda subvencionando con 40 millones algo tan innecesario como la cultura boicotalosgoya link,1
y tu eres una puta muy util a maduro y la banda de delincuentes,1
dori es una de las voluntarias de sed con más experiencia sobre el terreno especialmente en costa de marfil en se hacen eco de su trayectoria y último viaje link,0
la telenovela venezolana,0
por trayectoria sin dudas pero repito no me gustan los dts argentinos de la vieja guardia,0
queeeeeee pinches tigres maricones,1
mañana muchos fachas van a rabiaaar,0
qué pasó con mesut özil y la selección alemana es algo que pasa solamente en alemania algunas claves sobre el odio xenófobo y la inmigración en europa partiendo del caso del mediocampista del arsenal link link,0
diferenciastierramar cuando los inmigrantes subsaharianos cruzan montes llanuras y desierto sufren toda clase de vejaciones leyes terrestres en la mar son rescatados y tratados como personas humanas ley de la mar estoy orgulloso de ser marino,0
en peru hay partes donde todavia no llega ni dios eso es literal no me extrañaria que en el conteo rural termine ganando castillo la politica peruana es muy muy similar a la chilena la corrupcion sera el vehiculo de batalla para instalar el comunismo,0
bodrio de panfleto el asesinado también era inmigrante latino a ver si un moro de estos entra con un ak en vuestra redacción y os hacéis eco de la realidad,1
que se vaya junto con dudamel malo qliao,0
alfonso viii arengo antes de la batalla todos nosotros somos españoles los moros entraron en nuestra tierra por la fuerza y nos la han conquistado y fueron a muy pocos cristianos a los q no se desarraigó y expulsó de ella n n nfue reconquista link,0
ctm se me perdió el carnet que pajaaaaaaa,0
patética ya no distinguías ni el plato,1
de hecho está muy mal usar minifalda en invierno menuda zorra,1
un amigo me dijo que con esa canción de la culpa no era mía le daba miedo salir a la calle y que una feminazi le cortara el pito qué bien acaba de descubrir lo que sentimos muchas mujeres al salir a la calle claro que sin lo del pito,0
tu de leyes ni puta idea no besis,0
cuantas mujeres son parte de la cúpula de poder en cuba,0
quiero ponerme un icon de dua pero no puedo elegir porque esa mujer es tan hermosa la puta que me parió,0
las voces de las mujeres son mi puta debilidad obvio que no cualquiera,0
21 06 1982 nestadio carlos tartiere oviedo nargelia 0 naustria 2 schachner krankl nimagen fifa tv link,0
greta la puta madre por qué no lo mandaste al frente al otro imbécil babylonberlin,0
lo son lo son después de tirarme por la terraza es mi afición favorita,0
sin embargo son los mismos putos fachas que sí ven bien que la iglesia y los toros se financien con dinero público,1
38 años ya casi como los años del franquismo y mientras la mayoría de edificios usados para vivienda son de la época de franco con ustedes las únicas casas que han crecido son los prostíbulos,0
manga larga con las tiras negras logo adidas original y el pilsen del sur en el mismo color que tenía lada y la hacían,0
cínicos desinforman con guión preparado ecena para novela venezolana nizaterroristacorreafinancista,0
en el chile de hoy algunos piensan que con decir que se es vegano pro mapuche y lgbt pareciera que ya tienes el 70 de la vida hecha cuando enfrentarla es algo mucho más complejo,0
y le hizo dos veces la misma chupame la corneta ruso culiao,0
la versión musulmana no explica su rápida retirada del reino de asturias que por cierto llegaron a tomar la guerra de guerrillas que culmino con una jugarreta digna del mejor general de la historia si lo explica,0
escuchar a pdr snchz hablar de cambio político me parece tan ridículo elintermedio,0
las feministas honorables y las admiro de las que me hago la burla es de las feminazis,1
porque he compartido un vídeo en facebook con frases machistas y una ha puesto que el feminismo de ahora busca ser superior a los hombres,0
chamo a mi me criaron con mano dura mis padres qepd hicieron según los expertos todo para q yo fuera un psicópata una persona mala y aquí estoy más normal tranquilo y hasta depinga dicen q soy será q mis hermanos y yo somos diferentes lo digo porque a mí me decían eso,0
puta bollera callate ya,1
pinche gordo mediocre vete a la mierda junto a tu perra hija gorda eso y más te mereces tu con tus decisiones insultas más a la verdadera afición,1
no puede dar mas asco este tipejo es lo mas ruín rastrero y bajuno que he visto maricón,1
hay buenos inmigrantes como los chinos japoneses o sikhs y luego estn los arabes africanos y latinoamericanos donde la mayora de sus jovenes se creen negrata del bronx,0
osea que tu eslogan es la igualdad de todos los nacidos pues no te veo yo en ese papel jamás te oí nada de los niños nacidos en adeicai latinos que pasan hambre y enfermedades npor no decir que en españa mismamente ndemagogia,0
la delincuencia no para sólo cambia el líder derecha popular de los delincuentes que aboga por la puerta giratoria,0
en una semana es la segunda moción independentista que facilita c s éstos son los hechos,0
unas 150 personas salen a las calles de cuenca para visibilizar que las personas refugiadas suman link,0
orrego es como la ex pareja tóxica hizo todas las weas mal se aprovechó d ti te saco la xuxa recuerden las veces q este weon mandó a los pacos a reprimir protestas cuando era intendente ahora viene y t promete q ha cambiado y q será mejor respuesta de uno andate a la ctm,0
son delincuentes,0
cuantos chilenos sufriendo zonadeencuentroentvn,0
nadie escapa a los efectos del bloqueo en cuba y el mundo extraterritoral ilegal cruel injusto genocida violacion masiva flagrante y sistemática de los ddhh del pueblo eso es bloqueo d eeuu a cuba eliminaelbloqueo link,0
será de nefrix y ella africana trans,0
de verdad estoy leyendo a un gay liberal tuitear sobre la constitución y la sociedad española y mira lo siento pero creo que mejor podría dedicarse sólo a subir fotos y hablar sobre gran hermano que es lo único que hace medio bien,1
si creéis que son iguales por tener el mismo origen también son iguales el castellano catalán francés italiano,0
según tv3 llamar puta a una mujer es arte tv3eselnodo link,1
5 parque industrial cabo negro de punta arenas estación terrestre satelital iridium entre otros link,0
cállate la puta madreee envía baila flor al 13013,0
si esta buscando un ideal de candidato le comunico que no existe son todos seres humanos imperfectos si es que todavia no lo sabe en usa trump un racista capitalista biden un sicopata corrupto en peru una corrupta contra un campesino ignorante solo por dar algunos ejemplos,0
se debería de animar a usar sus armas sin miedo a represalias a nuestras fuerzas y cuerpos de seguridad defensa propia se siente más de 100 inmigrantes saltan la valla de ceuta y hieren a siete agentes con cal viva link vía,1
adulto mayor muere tras caer desde quinto piso del costanera center mall sigue operativo link a través de el mall de la muerte o el mall yeta,0
no puedo aprobar a una ya que como decía mi padre hay dos clase de mujeres las bonita y las menos bonitas,0
animadores culiaos malo el programa no es tan chafa son amaro y sergio los pencas insufribles bienvenidos13,0
y a mi en el bar donde me conocen desde hace decadas y son de idepes me conocen como el guineano de vox y mi perooo con el de cervere en plan coña,0
es una pobre gil,0
las rastas y las trenzas africanas son horribles son estéticamente feas a los negros se les puede dar un pase pero a los blancos es horrible link,0
tema culiao bueno gran rah gracias por salvarme de tantas toda mi vida link,0
fuera los flaites fuera los 34 macabros del mapocho link,0
les gusta a las teleseries de ese canal hacer quedar a las mujeres de weonas o calientes xd y a los tipos de macho en celo prefiero ver falabella tv jajajajjajajajjajaja link,0
internacional además informaron la llegada de 2 730 000 dosis repartidas en 9 cargamentos cerca del 11 de venezolanos vacunados contra la covid 19 según gobierno más detalles link,0
yo vivo al lado de esta toma llegaron con maquinaria pesada a allanar el terreno tienen camionetas suv fiestas y fuegos artificiales ya sabes porqué mayoría son venezolanos haitianos y colombianos ahí se debía en ene 2020 construir un sar para 10 000 familias de los cerros,1
lo del barranco de la muerte no era coña sino un plus para escaparte de casa a hacer el mongolo con la bici se ha esnucao qué sorpresa link,0
29 detenidos tras dos fiestas clandestinas en pichilemu link link,0
ay déjala nena es caso perdido pelear contra esas féminazis jajajaj tú sigue recibiendo flores y que ella siga amargada,1
paren las rotativas que las chicas de los fachas se están dando cuenta de que los fachas maltratan link,1
ojalá cachen los comunistas de cartón de chile como son los comunistas de verdad para q dejen de andar haciendo el loco,0
traidores hijueputas dan asco,0
a tomi alegre jakskksjsj cállate q tdv estoy de duelo puta link,0
santiago de chile militantes y chilenos rinden homenaje a los 12 jóvenes del fpmr asesinados por agentes del estado ordenado por la derecha en la llamada matanza de corpus chisti link,0
la asesora de trump inventa una masacre para justificar su veto a los refugiados link kellyanne conway creadora de la,0
yo bajaría a gallo a aaa y subo a un chamo qué es lo más que puede pasar que tampoco batee ajá n n npero bueno por algo mi apellido es falco y no cashman,0
creo que no sabéis traducir catalán yo ahí leo vendo opel corsa sois unos manipuladores,0
puedo apostar que te vacunaste sin saber tu drb1 como todo el mundo ignorante y creyente de una vacuna que lleva menos de un año y salió sólo por emergencia no por aprobación,0
jjaajja este culiao es experto en decir weas y después hacerse el weon lo peor la gente le sigue creyendo,0
mira con toda la ironía que usas te digo bien que las cosas hayan mejorado en otros aspectos pero el resto del país sigue en la mierda disfruta de esa burbuja que solo unos pocos venezolanos tienen acceso,0
otro tontito repitiendo eslogan yo no me ire de aun pudiendo amo mi pais y lo defendere de ratas comunistas como usted y muchos rechazamos no pq no creyeramos necesarios cambios o q no hubieran abusos que solucionar sino por el circo que se armaria tal cual esta ocurriendo,0
si vuelvo a oir a una mujer decir que el feminismo también lucha por los derechos de los hombres me pego un tiru mierda,0
que weon más tonto,0
callate que vos ni rollos tienes che puta,1
marico esa chama me gusta full es demasiado bellaaaaaa,0
este ctm siempre canta lo mismo por eso gana yosoychv,0
feminazis al poder esa trama con el dichoso disfraz me da mucha risa ósea relajansen sigan con sus temas he visto muchas mujeres riendo y hasta bailando la dichosa canción esa en las discotecas la colocan,1
dn jorge cuando habla de víctimas del estallido social se refiere a los cientos de locatarios a quienes los delincuentes les destruyeron sus fuentes de trabajo supongo no será que indemnizarán a la tropa de vagos que destruyeron iglesias locales emprendimientos link,0
asco da tu puta madre tu eres mongolico como el messi tu madre trabaja de puta chupa braguetas culé asqueroso que te gusta chupar culos asco das ves que fácil es insultar meló,0
a pesar de estar al borde de un accidente cerebrovascular acabo de votar por un dc por primera vez en mi vida lo que hace la imbecilidad de los comunistas,0
es una pena q te hicieran tan borde line y tan gilipollas desde la cocedura tú tienes de cómica lo q yo de ingeniera eres patética bonita además de pésima actriz,1
que riko se comen tu mujer cornudo,0
maricón no se nace se hace lo que pasa es que cuando eres niño no te enteras de la mala educación que te brindan tus padres el colegio la sociedad los medios,1
por cierto la mayoria casi todos los fascistas nazis y purria por el estilo son cazadores y a muchos les gusta la tortura del toro,1
no lo hago puedo enumerarte errores de allende pero ninguno ligado a la violación de la constitución y por consiguiente de las garantía constitucionales firmadas a la dc es más utilizó muchos recursos que la constitución del 25 le otorgaba y las usó a su favor,0
ascazo de negratas link,1
canta chamo canta chamo que tu canto vuele alto,0
es un factor la poca participación tb las declaraciones de jadue en la previa no ayudaron mucho y a oliva le falta apoyo en el discurso pq si bien es necesario cambios y renovación política a nosotros los chilenos nos cambian el sabor de la coca cola y nos ponemos cuáticos,0
muérete zorra que yo no puedo ver monstruos s a cállate gilipollas link,1
jajajajajajajajajajajaja a chamo ustedes se pasan hoy no me junto con ustedes hace días con se me fue la tarde,0
no madres las mujeres nomo eligen no tener hijos repaso por varias experiencias de mujeres que deciden ser no madres link vía,0
pedro sánchez saca su cara amable asegurando que nunca un socialista será su adversario link,0
marico la ladrona de jacqueline puso un tuit sobre rajoy ahora si que se soluciona la situación económica y resucita chavez pajuaaaaaaaa,1
los coscu army dice algo de sudacas v link,1
yo nunca veo los goya pro esta moche lo estoy viendo solo por tocar los webs a los fachas goya2017,0
la onu ya advirtió al gobierno que detuviera las expulsiones pero a piñera parece no importarle quiere dejar a chile tan solitario como está él link,0
mayoría absoluta independentista link,0
ctm voy en la segunda cajetilla de puchos,0
echo de menos mis vaqueros negros rotos hoy mis mentiras veo caer que no es verdad que te olvide como te atreves a volver uuuoohhh link,0
malditos desgraciados empresarios canallas e inhumanos el dinero es su norte cero respeto por la historia y valores arqueológicos cárcel para esas bestias link,0
el truco consiste en no tocar jamás el mundo en ninguna parte déjate ver en el umbral entra admira los cuadros charla un rato con el dueño de casa interroga un poco a su mujer reúnete contigo mismo en la puerta y márchate w c williams,0
se roban entre delincuentes,0
otra feminazi cuando acabara esto,1
siiiiiiii ya hubieron técnicos argentinos uruguayos paraguayos hondureño yugoslavos mexicanos y siempre ha sido igual entendamos es trabajos en base y proceso nooo es problema de técnico,0
el de la araucanía es un interesante caso de análisis por qué la derecha gana en esta región vota el pueblo mapuche hay acceso claro a la información y locales de votación solo votan los latifundistas forestales y sus empleados,0
me molesta se hable de mejorar la educación pública debe ser mejorar la educación el tema no somos todos los chilenos,0
21d eleccionescataluna el bloque independentista mantiene la mayoría y deja claro q es más fuerte q el encarcelar y obligar al exilio de su gobierno prohibir colores presión mediática de la prensa presión sobre tv3 y todas las mentiras vertidas sobre catalunya,0
nuestros únicos representantes los otros especialmente y su gobierno de indocumentados intentan destruir españa,0
ignorante,0
estáis confundiendo feminismo con hembrismo informaros un poquito antes de hablar de mierdas,0
que el padre se haga cargo de esa criatura la está pasando muy mal con la loca feminazi de su madre,1
el pueblo ignorante que por años y décadas no han querido educar ya que no les conviene tener gente pensante si así fuera no tendrían seguidores,0
la catalanofobia contra merlos se cura poniendo techos de uralita,0
crece a 1 402 la entrada de inmigrantes a ceuta la mitad de ellos al asalto en lo que va de 2018 link,1
no existe mmmm entonces todo eso de los trans y los gays y eso que es feminazi abogan a la seleccion de quien vive y quien muere acciones de las mujeres pues tienen muchos metodos anticonceptivos cual es tu metodo abortivo favorito,1
no sabe kien es preciosa si es la noticia feminazis del momento,1
hay unos venezolanos que todos los días acaban de llegar de venezuela y están pidiendo plata en el metro lo cumbre del caso es que acaban de llegar todos los días porque esta es la segunda vez que veo a los mismos diciendo lo mismo link,1
mira que soy perroflauta vistiendo pero hoy sobrepaso los límites,0
son racistas antiblancos hay que defenderse de esos bárbaros,0
esta mujer cree que el cargo es de presidente lo más terrible que la gente que no se informa les cree,0
te das cuenta que a esto le falta tanto cuando el machismo esta arraigado tan dentro y la excusa es que mujeres como tal si se lo merece ninguna lo merece,0
marroquí y argelinos con antecedentes penales no se podía saber link,1
gritos de reyes maricón en la rosaleda link,0
el típico al q le sobran como 6 dedos en cada manga del traje a los fascistas d hoy les falta decoro estético no puede ser,0
marica explicame porque a veces no te entiendo en vez de venir a ensuciar mi cc con insultos homof link,1
parodia de una feminazi me extraña que te comas el verso de los medios que ni siquiera dieron derecho a replica una vezdañaa escrache y condena social sin derecho a defensa alguna menos empatía me uso de razón y más respeto a la libertad ajena,1
esa feminazi si en realidad supiera lo q es un morbo q t digan n la calle capaz y arma la guerra mundial,1
oye no soy altozano ni mucho menos pero la base del himno boliviano y el chileno me suenan como a ritmo de la noche y every teardrop is a waterfall de coldplay,0
grupo de inmigrantes intentó ingresar ilegalmente a chile uno murió de hipotermia en el camino nacional biobiochile link,0
mira mónica cállate la puta boca qur no es su culpa que les pongan tal o tal canción,0
ha puesto el top 4 de leyendas de la selección de costa de marfil y se la ha pelado,0
mi momento preferido del día es cuando un hombre abiertamente machista viene a explicarme qué es el feminismo y cómo tengo que reivindicarlo,0
wuajaj ctm,0
no sé por qué razón loca dejamos de jugar en valladolor un 30 de junio llamadnos vagos si queréis,0
güero nunca lo sabrás pero hablar contigo era flipar en colores,0
policiaca césar mariano n cometió el ilícito en esta ciudad el mes de mayo en un domicilio de la colonia guerreo link,0
suprema instruye a cortes revisar recursos de amparo fuera de horario hábil indh valora decisión ante expulsión de migrantes link,0
y hechas por delincuentes,1
hay tantos weones aweonaos de seguro era nietito,0
cualquiera diría que está hablando de un país comunista o árabe link,0
catalanes desagradecidos hijos de puta,0
de que me equivoco 50 de los chilenos ganan menos 480 000 pesos brutos su quieres buena y rápida solución a tus problemas de salud debes pagar sino esperar que salud pública tarde bastante en llamarte hasta 2 años,0
vidal qliao siempre patea los penales como el pico en momentos con presión,0
noticiasbbc el uso de la selva tropical fue sostenible sin causar pérdidas de especies detectables o alteraciones durante milenios sin dañar el medioambiente habitantes de la amazonía vivieron 5 000 años de manera sostenible link,0
quiero matar a ese ctm que grita como desaforado vamoschile,0
jajajajjajaja callate la puta madre,0
tu eres tonta muy tonta ojala que mueras zorra,1
nada que decir ha sido casi el partido perfecto movilidad intensidad doblar por fuera mover el balón a lo ancho de la cancha profundidad solo no quiso entrar la pelota maldita,0
los asaltos a la valla siempre han sido violentos ahora los inmigrantes ilegales q la atacan han subido un punto el nivel de violencia la diferencia es que laguardiacivil está indefensa al no permitirles usar material antidisturbios para defenderse habrá una tragedia ceuta,0
entonces dime que tiene que hacer un venezolano en una manifestación de ecuatorianos vayan a su país a sacar a esa lacra de presidente que tienen,1
portugal ctm que manera de cagarme la combinada,0
no queremos feminazis en ecuador queremos personas que aprendan a respetarse y respetar a los demás soy mujer y el preciosa no me ofende,1
maricon siempre es cobarde link,1
hoy israel combate contra los palestinos utilizando inteligencia artificial maltratando conscriptos es difícil que chile pueda ganar una guerra y si la ff aa hacen desfalcos o se alínean ideológicamente con la elite derechista es gravísimo se objetivo con eso también,0
41 me encantan los memes y las tonterias de twitter y facebook me parto la polla,0
en un descuido y los güeros estén detrás de todo esto link,1
tú eres mi oveja puta,1
supongo que los tipos que reclaman el día del orgullo hetero deben de ser los mismos que se manifiestan a favor de los violadores del arandina es evidente que los valores tradicionales se están perdiendo si después de violar no te puedes ir a jugar al parchís,0
y mientras a ti te piden que vivas como un refugiado link,0
yo soy ecuatoriano y estaría pegándole a todo qué robo,0
subnormal y cara culo link,1
las mil y un historias del güero en su instancia en boquillas,0
pa puta tú loca,1
me río de ti cuando engañas a los chamos link,0
la mayoria son por gore u homosexualidad link,0
20 de junio dia del refugiado njuntos y de la mano sos mas fuertes y capaces de construir un mundo mejor ndiarefugiado historia apoyomundial todossomos mundo link,0
pucha que hay ignorantes y limitados en esta red social esonomaslesdigo,0
todo el que diga feminazi se merece que lo llames maldita rata asquerosa,0
toda la razón liz tal vez ella solo se estaba refiriendo a los delincuentes del 18 de oct del 2019 saludos,0
puta loca del coño y terrorista lo tienes todo bonita,1
confundes catalanismo con independentismo ciu se subió al carro independentista cuando vio el auge de erc pero ciu siempre ha sido el equivalente catalán del pp,0
no puede seguir siendo voluntario no puede ser que unos pocos nos enchufen weones que en nada aportan,0
exactoooo me llegan sugerencias para seguir de puros zurdos comunistas y socialistas pense que éramos mayoría en twesst y lo somos los burgueses derechistas desaparecieron de tweeted jhajjajaajjajajaa saludos desde copiapó,1
alessandri es un ironico i la ctm dijo esa wea x q esta picado igual que tosa su caga de derecha q se llegaran a recagar con jadue no hay q sacar las afp solo hay que crear una buena que comparata ganancias y perdidas pero a eleccion saludos fachos qlaos,0
claro que sí poligonera y tú de ministra de educación con esa boquita de piñón que tienes loca,1
lo siguiente sera enseñar la puta polla a la gente borja,0
los verdaderos delincuentes estan ahi en el y en la,0
un piropo no es insulto una pataneria si lo es habla un quiteño de cepa quito cuna de piropos y en la costa se elaboran loas a las damicelas pero para las feminazis todo es agresion,1
el hombre no puede tener una terrible historia detrás verdad no somos humanos el patriarcado nos protege de vergüenza ajena en el fondo sois más sexistas que el propio machismo y si supiérais la mitad del comportamiento humano masculino dejaríais de decir sandeces,0
llevo fatal lo de ser un sudaca de mierda,0
ctm ahora la mascarilla tapa el quinto chakra kwea,0
trump llama decisión de juez ridícula subnormal link,0
opinión francia la nuestra n n npor jorge mora en link,0
jair bolsonaro llama mocosa a greta thunberg link,0
bravooooo que derecho a opinar sobre nuestro país los venezolanos ya me habían dicho dales la mano y te echaran de tu propia casa que se vayan,0
siempre yeta jamás inyeta,0
yo a veces soy subnormal si es que xd bocas,0
gabriel hay algunos que reciben de nuestros impuestos 9 y 15 millones mensuales y han mostrado lo peor de la política y ahí siguen haciendo nada y llenando sus arcas prefiero mil veces una mujer con poca experiencia a un dinosaurio que desde el día uno seguirá robando,1
pregunta para la izquierda esta es para nota si abrimos las fronteras indiscriminadamente y sin control y un inmigrante agrede a una mujer inmigrante también con la que está en una relación sentimental cómo se le localiza para citarle a juicio después de la agresión,1
mis vecinos son empresa constructora moller pérez cotapoz me quieren robar mi casa primero me robaron el trabajo estos delincuentes mojan todo el mundo amigos de piñera los delitos de cuello y corbata,0
rezagados desde el fondo de mi corazón les pido vacúnense no sé uds pero yo y muchos otros hemos perdido personas amadas por este maldito virus personas que de haber estado vacunadas no habrían muerto no es más complejo que eso,0
tome una siesta y soñé que alquilaba un local pequeño en miami pero estaba en santiago centro por 70 000 pesos chilenos y que tenía un horno del tamaño de la pared jajaja ni descansando dejo de pensar vainas,0
soy yo el árbitro y lo expulso por subnormal,0
jajaja pues soy bien puta provocarme y verás lo puta que puedo ser bb,0
pero vamos a ver hijos de la grandísima puta no os dais cuenta de que está mal escrito en serio me tienen negro,1
callate ya no te puedes estar riendo cada puta frase callate a la verrrrrga yaaaa,0
ufff cuando suena árabe en le lac se me para el pene,0
que graciosas son las redes sociales hoy me han llamado progre y feminazi y todo por estar en contra del termino mocosa a la ministra de economía lo que son las cosas,0
oye qué te pasa conchetumadre ayer me amabai,0
no faltan los flaites,0
ti o cállate la puta boca y déjala en paz por que sabemos que no nos darás la razón así que dejemos el tema,0
cállate tú hijo de puta si no te gusta ábrete,0
lo mismo pienso las feminazis reclaman cuando les conviene me pregunto por que no hicieron nada cuando aparecieron los tweet de baradit como este por ejemplo link,1
el conflicto de ucrania visibiliza el doble rasero a la hora de proteger las personas refugiadas en el estado español n n nlink,0
la chivata de fallaras está rabiosa por que nadie le hace caso quiere su momento de gloria y pasan de ella como de la m pobre infeliz puta bida,1
gobierno calificó como señal equivoca fallo de suprema que dejó sin efecto expulsión de ciudadano venezolano link,0
es por shakira bro piensa que es usa y ahí hay mucho latinoamericano fan de shakira y también no latinoamericanos que deben escucharla nno te creas que es por el fútbol ni nada,0
madre mía que subnormal es la gente,0
salí a correr hice la misma ruta que el sábado en la mañana y anduve como el pico definitivamente hacer ejercicio en la mañana gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt,0
se le perdona es subnormal pero si le fichasemos se le perdona,0
racismo es que no haya güeros en aprietos,1
cállate la puta boca ya que tienes un marco de plata de mierda,0
que tú eres del 1999 hijo de puta,0
jajajajajaja tu eres uno diego jajajajajaja mentira perra perra perrraaaaaaaaaa de mierda jajaja,0
amigues su abuela edúquese un poquito con la rae a no ser que piense que es parte del patriarcado como dicen las feminazis,1
el subnormal del año link,0
me hace acordar a la perra de nancy me puso 00 tambien jajajajaj pero no hice ni mierda lo merecia,1
ha pisado madrid greta thunberg y twitter se ha llenado de insultos tipo parásito payasa que si tendría que estar en el colegio que si la sobreexposicion pero luego todos a ver la voz kids que esos niños nos da igual si estudian hacen el payaso o se sobreexponen link,0
por qué el universo me junta con gente que ha visto la mujer de judas,0
vídeo los 30 segundos más brillantes que resume todo el conflicto árabe israelí link,0
pero para eso no hace falta mentir ni encumbrarle era un puto fascista,1
porqué entonces el hambre durante el levantamiento fascista y la guerra civil fue culpa de la república,0
en una de sus giras por venezuela advirtió a los venezolanos de hugochávez aunque cuando murió fidelcastro cuenta que él hizo una fiesta en caracas nlink link,0
y el cojudo del lasso les quiere dar una nueva regularización a estos venezolanos delincuentes disfrasados de refugiados indocumentados deportación y control migratorio avispate más parado contra estos fue el lenin,1
encontrar coherencia en alguien facha es más difícil de conseguir que el desbloqueo de sinonevero,1
el pn fue el que menos porcentaje de mujeres llevó al parlamento ahora la coalición restauradora le da continuidad a esa nefasta representación blanca tanto documentito de compromiso para las mujeres y nadita ante la reacción y el retroceso más feminismo,0
pero tú quien te crees que has hecho por españa dar por culo nada más por si no te enteras esto es una democracia deja de dar pena y hacer el ridiculo con tu fracasado partido patetica,1
se pasó pa manipulador este tonto re weon adoctrinando a más no poder para tu weveo nomascomunistas fueracomunistasdechile link,0
primero eran los buenos luego fueron cambiando y ahora que que tienen que decir ahora el gobierno expulsa a los 116 inmigrantes que asaltaron ayer la valla de ceuta link vía,0
dan ganas como de tirarle con todo el patriarcado encima a ver si reaccionan y el man un imbécil y la vieja escoria,0
los vascos son de puta madre siempre tu eres un hideputa,0
greta thunberg responde con humor a jair bolsonaro quien la llama mocosa link link,0
estás de la puta olla,1
que lindo levantarse un domingo sin resaca sin problemas ni peleas y como si no fuese suficiente bueno mi papi me espera con comida árabe,0
y cuanto lleva el pueblo cubano y va pablo igleisa a honrar al dictador en su funeral la izquierda haciendo un uso politico de los muertos,0
muere un político hoy los tontos de twitter tienen uno de sus días fértiles,0
dios odio a dalas que tio mas subnormal,1
lo único bueno es que se terminó esta pelea de payasos que se transformó esta elección de gobernador,0
zurdos extremos cuándo ya no tienen argumentos buscan denigrar a las personas si goic va a topless qué te importa eso limita su libertad de opinión y de expresar sus opiniones políticas son unos zurdos repugnantes,0
todos tenemos derecho a ganarnos el sustento honradamente el problema es el estado quien tiene la potestad de velar y custodiar la formalidad y a su vez crear programas de integración para inmigrantes y apoyo a quienes deciden por el comercio informal,0
los antiespañoles de celta y barcelona controlan el clima para perjudicar al real madrid algo así estoy leyendo,0
es una señal que a nosotros no nos gusta pero tenemos que aceptarla nosotros los chilenos cada vez que p1ñ3r4 hace algún anuncio link,0
ja ja ja más solos que un cometa si no fuera por los encumbrados sueldos no merecidos estarías sin weones detrás tuyo,0
libertad a delincuentes no son más que eso toda esa lacra putrefacta,0
me dio like un nazi ctm hermano qué asco,0
hola carmen si lo considerais en sin complejos os cuento mi periplo de emigrante español en chile y las dificultades que me encuentro dia a dia ya que aquí eso de los papeles para todos no funciona todo lo contrario a vuestra disposición,0
estos imbéciles hdlgp de alianza país no trabajan y no dejan trabajar son una maldita escoria link,0
lo tratan de loco cuando denuncia la corrupción del pura mafia de los fascistas malascompañías,1
tener un grupo de 28 miembros ayudo en algo al fin comemela hain,0
toros agredidos mujeres abusadas inmigrantes abandonados viandantes atropellados víctimas a ojos de demagogos populistas únicamente en función de su utilidad circunstancial para atacar al estado y alentar la secesión link,0
los comunistas votamos por por convicción y porque queremos un achuló digno,0
la lección de pérez reverte a la inculta feminazí irantzu varela que criticó la película el irlandés periodista digital link,1
el bloque independentista ha conseguido la mayoría con estas normas y no hay nada que reprochar pero que al menos dejen de mentir diciendo que la mayoría de catalanes les apoyan,0
obvio que no da ni un indicio del nombre esta persona porque que plancha ser tan aweonao la verdad link,0
la patri y la guarrilla pelirroja galaza goya2017,0
los inmigrantes esos que se quejan de que son devueltos al desierto como animales son los que luego llegan a la valla de melilla y atacan a la guardia civil con cal viva como personas educadas y civilizadas,1
la empresa donde trabajo actualmente ha contratado a una persona ucraniana que se encuentra refugiada en españa con las mismas condiciones que todos los trabajadores solo por el hecho de ayudarla a ella y a su familia lo mejor que no lo cuentan para no sacar beneplácito,0
para todos incluyendo extranjeros se les dio salud gratis educación a sus hijos gratis se les tendieron alfombras rojas en los bancos para créditos mientras el venezolano era marginado se les dio cédula de ciudadanía para que estuvieran legales,0
le duela a quien le duela pero el gran problema es que muchos venezolanos estén en el pais que estén creen estar por encima de los demás y miradores en menos y lo digo porque lo he visto dónde sea siempre se hacen las víctimas son buenos para hablar mal del país donde viven,1
es patetica,1
todxs lxs gilipollas que estáis defendiendo a los violadores de la arandina espero que la vida os lo devuelva x5,0
y la carta de protesta para para cuando no es solo ponerle el parado a es ponerle el parado al otro también respeto a la soberanía peruana link,0
brasil jair bolsonaro llama mocosa a greta thunberg link,0
es usted un mal humorista habla de de recuperar américa mientras los comunistas incendian colombia se hacen del poder en perú y están a punto de tomarse chile todo esto en las narices o con la complacencia de biden,0
yo soy argelino mi novia que no existe es argelina mi 9 favorito del real madrid es karim que es argelino de procedencia a demás de verdad mi familia es argelina y yo por supuesto sigo la liga argelina y soy fan completamente de toda argelia de sus gentes y de su patria link,0
supongamoa como casi estoy seguro que tu madre es puta entonces eso implica que tu eres marica,1
